ID,"ASSOC
WDID","ASSOC
STREAM_ID","WATER
DIVISION","WATER
DISTRICT","STREAM
NAME","STRUCTURE
CATEGORY","LOCATION ON 
GOOGLE_MAPS",LATITUDE,LONGITUDE,,
114,300937,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.422340443465,-104.670235323319,20z",40.4223,-104.6702,,
117,300934,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.4433905865911,-104.799016330825,20z",40.4434,-104.799,,
118,300932,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.4425381924816,-104.848178309203,20z",40.4425,-104.8482,,
119,300931,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.4697612381382,-104.934223688148,20z",40.4698,-104.9342,,
120,300930,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.4711564765107,-104.935447063457,20z",40.4712,-104.9354,,
122,300929,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.5018549996835,-104.967173219648,20z",40.5019,-104.9672,,
124,302301,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.5593353560879,-105.019763185391,20z",40.5593,-105.0198,,
125,302908,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.5645697870721,-105.025455344121,20z",40.5646,-105.0255,,
127,,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.5770499722738,-105.047454718271,20z",40.577,-105.0475,,
130,300922,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.5980426551058,-105.079228235034,20z",40.598,-105.0792,,
133,300919,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6120296651021,-105.106811877769,20z",40.612,-105.1068,,
134,300918,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6116574303675,-105.112986062625,20z",40.6117,-105.113,,
136,300914,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6260194297607,-105.151445002752,20z",40.626,-105.1514,,
137,300912,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6308219264285,-105.16794785813,20z",40.6308,-105.1679,,
138,300912,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6326278224356,-105.168648373329,20z",40.6326,-105.1686,,
139,,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6416559976846,-105.172568538254,20z",40.6417,-105.1726,,
140,300911,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.656280835613,-105.185342219371,20z",40.6563,-105.1853,,
141,300910,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6605202791093,-105.203482440804,20z",40.6605,-105.2035,,
142,300908,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.664348697683,-105.216837470912,20z",40.6643,-105.2168,,
143,300907,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6706684783717,-105.227826375669,20z",40.6707,-105.2278,,
144,300906,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.7010328524501,-105.247676216525,20z",40.701,-105.2477,,
145,300905,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.6917698402952,-105.255308806059,20z",40.6918,-105.2553,,
146,,205018,1,3,Cache la Poudre River,Diversion Dam,"https://www.google.com/maps/@40.7026144219797,-105.718271783879,20z",40.7026,-105.7183,,
147,400517,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.3462206833118,-104.791578102664,20z",40.3462,-104.7916,,
148,402805,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.3461940453067,-104.891447755514,20z",40.3462,-104.8914,,
149,400522,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.3869485716956,-104.950180124002,20z",40.3869,-104.9502,,
150,400523,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/pswwater@msn.commaps/@40.3859243972705,-105.014758480088,20z",40.3859,-105.0148,,
154,400519,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.3912475367437,-105.083412766409,20z",40.3912,-105.0834,,
155,400532,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.3978752225363,-105.106407023237,20z",40.3979,-105.1064,,
158,400501,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.4058582516018,-105.142873846809,20z",40.4059,-105.1429,,
159,400520,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.4173434539152,-105.180203221289,20z",40.4173,-105.1802,,
160,400530,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.4174925382151,-105.189935832366,20z",40.4175,-105.1899,,
161,400543,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.4173200600315,-105.191838610588,20z",40.4173,-105.1918,,
163,400521,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.4214870008019,-105.224921805176,20z",40.4215,-105.2249,,
165,400540,205019,1,4,Big Thompson River,Diversion Dam,"https://www.google.com/maps/@40.4184018866817,-105.243930676535,20z",40.4184,-105.2439,,
168,400587,177961,1,4,Little Thompson River,Diversion Dam,"https://www.google.com/maps/@40.3298753699915,-104.876139251113,20z",40.3299,-104.8761,,
169,400599,177961,1,4,Little Thompson River,Diversion Dam,"https://www.google.com/maps/@40.300698149019,-104.983415544697,20z",40.3007,-104.9834,,
170,400601,177961,1,4,Little Thompson River,Diversion Dam,"https://www.google.com/maps/@40.2936432256559,-105.061782831849,20z",40.2936,-105.0618,,
171,400600,177961,1,4,Little Thompson River,Diversion Dam,"https://www.google.com/maps/@40.2786568081838,-105.091841461042,20z",40.2787,-105.0918,,
172,400603,177961,1,4,Little Thompson River,Diversion Dam,"https://www.google.com/maps/@40.257457331834,-105.167281291633,20z",40.2575,-105.1673,,
173,400588,177961,1,4,Little Thompson River,Diversion Dam,"https://www.google.com/maps/@40.2590652399259,-105.17600406731,20z",40.2591,-105.176,,
174,400602,177961,1,4,Little Thompson River,Diversion Dam,"https://www.google.com/maps/@40.2592407897136,-105.200006041559,20z",40.2592,-105.2,,
175,,177961,1,4,Little Thompson River,Diversion Dam,"https://www.google.com/maps/@40.2848559284095,-105.249692529732,20z",40.2849,-105.2497,,
176,500939,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.2467986547937,-104.88429710314,20z",40.2468,-104.8843,,
180,500589,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.1700001856135,-104.991840456448,20z",40.17,-104.9918,,
181,,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.1492165116992,-105.035999120116,20z",40.1492,-105.036,,
188,500559,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.1680572985294,-105.141757612457,20z",40.1681,-105.1418,,
189,500558,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.1744337691755,-105.163522768582,20z",40.1744,-105.1635,,
190,500554,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.1756305449014,-105.168783684289,20z",40.1756,-105.1688,,
191,500557,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.1758930983807,-105.168811637934,20z",40.1759,-105.1688,,
193,500601,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.1885894553371,-105.197096819716,20z",40.1886,-105.1971,,
194,500547,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.1972460801955,-105.207797559469,20z",40.1972,-105.2078,,
195,500545,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.2044208811571,-105.219602688645,20z",40.2044,-105.2196,,
196,500545,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.20493105404,-105.221026266662,20z",40.2049,-105.221,,
197,,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.208195513302,-105.229530737579,20z",40.2082,-105.2295,,
199,500529,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.211613481145,-105.251557136675,20z",40.2116,-105.2516,,
200,500527,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.2124031604091,-105.252857876442,20z",40.2124,-105.2529,,
201,500526,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.2154431116453,-105.259274720771,20z",40.2154,-105.2593,,
204,500523,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.218995796681,-105.261414120197,20z",40.219,-105.2614,,
205,500523,205012,1,5,Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.219980597131,-105.26263848362,20z",40.22,-105.2626,,
217,500511,178190,1,5,North Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.2293567159102,-105.345913829252,20z",40.2294,-105.3459,,
219,,178190,1,5,North Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.2156872886668,-105.363328907696,20z",40.2157,-105.3633,,
222,500522,178246,1,5,South Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.213811141806,-105.277280121264,20z",40.2138,-105.2773,,
223,500603,178246,1,5,South Saint Vrain Creek,Diversion Dam,"https://www.google.com/maps/@40.091340083675,-105.508677504322,20z",40.0913,-105.5087,,
224,600551,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.1249333305666,-105.022778815976,20z",40.1249,-105.0228,,
225,,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.1093863671455,-105.036863536722,20z",40.1094,-105.0369,,
226,600527,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0931770507335,-105.054235350236,20z",40.0932,-105.0542,,
230,,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0506201192386,-105.122579078162,20z",40.0506,-105.1226,,
231,,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0493331203054,-105.126594224521,20z",40.0493,-105.1266,,
232,600538,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0468956028483,-105.129014999425,20z",40.0469,-105.129,,
233,600538,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0477442205426,-105.130572317839,20z",40.0477,-105.1306,,
234,600550,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0529839420743,-105.150753947043,20z",40.053,-105.1508,,
237,,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0407163627052,-105.198712149551,20z",40.0407,-105.1987,,
238,600528,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0364002982682,-105.205773613359,20z",40.0364,-105.2058,,
245,600518,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0282639362389,-105.223008896562,20z",40.0283,-105.223,,
246,600513,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0149159504364,-105.27872016143,20z",40.0149,-105.2787,,
247,600525,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0138964781064,-105.300325459464,20z",40.0139,-105.3003,,
248,600501,178354,1,6,Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0128121232328,-105.301142605604,20z",40.0128,-105.3011,,
252,,178467,1,6,North Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0055777613768,-105.426527315228,20z",40.0056,-105.4265,,
253,,178467,1,6,North Boulder Creek,Diversion Dam,"https://www.google.com/maps/@39.9899084599699,-105.501955163749,20z",39.9899,-105.502,,
260,600599,178467,1,6,North Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0136834946048,-105.55785592748,20z",40.0137,-105.5579,,
261,,178467,1,6,North Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0280101459381,-105.573790679621,20z",40.028,-105.5738,,
262,,178467,1,6,North Boulder Creek,Diversion Dam,"https://www.google.com/maps/@40.0279422397189,-105.574094692002,20z",40.0279,-105.5741,,
272,700547,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.8159549866518,-105.001742691267,20z",39.816,-105.0017,,
274,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.8088372384539,-105.015610927437,20z",39.8088,-105.0156,,
275,700570,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7978884770459,-105.034441145974,20z",39.7979,-105.0344,,
276,700570,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7978833131776,-105.034858142001,20z",39.7979,-105.0349,,
282,700527,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7725577763257,-105.155844998161,20z",39.7726,-105.1558,,
283,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7724107164295,-105.158649321763,20z",39.7724,-105.1586,,
284,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7722557177008,-105.160041148248,20z",39.7723,-105.16,,
285,700647,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7722773579895,-105.161448537083,20z",39.7723,-105.1614,,
286,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7721333591175,-105.164320610854,20z",39.7721,-105.1643,,
289,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7719919286983,-105.168562814174,20z",39.772,-105.1686,,
290,700726,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7716586951506,-105.169971027501,20z",39.7717,-105.17,,
291,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.771606057904,-105.176078427828,20z",39.7716,-105.1761,,
297,700553,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7682628523197,-105.193928034474,20z",39.7683,-105.1939,,
298,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7680052898769,-105.200379217796,20z",39.768,-105.2004,,
299,700601,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7647432408273,-105.206682456713,20z",39.7647,-105.2067,,
300,700698,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7644653873265,-105.207789154154,20z",39.7645,-105.2078,,
301,702314,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7607433203814,-105.214822518097,20z",39.7607,-105.2148,,
302,700569,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7585147891891,-105.218354256485,20z",39.7585,-105.2184,,
303,700725,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7582223582584,-105.219159640675,20z",39.7582,-105.2192,,
311,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7428093663456,-105.25254314236,20z",39.7428,-105.2525,,
312,,181805,1,7,Clear Creek,Diversion Dam,"https://www.google.com/maps/@39.7192961380459,-105.693841439683,20z",39.7193,-105.6938,,
318,700728,181545,1,7,Ralston Creek,Diversion Dam,"https://www.google.com/maps/@39.8204918961962,-105.173805360256,20z",39.8205,-105.1738,,
321,700586,181545,1,7,Ralston Creek,Diversion Dam,"https://www.google.com/maps/@39.8295446521611,-105.232231346464,20z",39.8295,-105.2322,,
325,,181545,1,7,Ralston Creek,Diversion Dam,"https://www.google.com/maps/@39.8314612005058,-105.236133176509,20z",39.8315,-105.2361,,
327,700711,181545,1,7,Ralston Creek,Diversion Dam,"https://www.google.com/maps/@39.8289901526223,-105.26673100486,20z",39.829,-105.2667,,
328,1100520,78956,2,11,Arkansas River,Diversion Dam,"https://www.google.com/maps/@39.2443650000881,-106.348921000525,20z",39.2444,-106.3489,,"https://www.google.com/maps/@39.2443650000881,-106.348921000525,20z"
331,,78956,2,11,Arkansas River,Diversion Dam,"https://www.google.com/maps/@39.2218149996355,-106.356002999571,20z",39.2218,-106.356,,"https://www.google.com/maps/@39.2218149996355,-106.356002999571,20z"
336,1400558,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1123390000747,-103.826114999778,20z",38.1123,-103.8261,,"https://www.google.com/maps/@38.1123390000747,-103.826114999778,20z"
344,1100537,78956,2,11,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.8215089995788,-106.107877000071,20z",38.8215,-106.1079,,"https://www.google.com/maps/@38.8215089995788,-106.107877000071,20z"
345,,78956,2,11,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.5518509996646,-106.03015200036,20z",38.5519,-106.0302,,"https://www.google.com/maps/@38.5518509996646,-106.03015200036,20z"
347,1200505,78956,2,12,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.4319590001976,-105.272264999703,20z",38.432,-105.2723,,"https://www.google.com/maps/@38.4319590001976,-105.272264999703,20z"
352,1200512,78956,2,12,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.3916589998289,-105.071248999437,20z",38.3917,-105.0712,,"https://www.google.com/maps/@38.3916589998289,-105.071248999437,20z"
353,1400535,78956,2,10,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.2671420000114,-104.711958000109,20z",38.2671,-104.712,,"https://www.google.com/maps/@38.2671420000114,-104.711958000109,20z"
355,1400536 & 1400590,78956,2,14,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.2674399996288,-104.657888000243,20z",38.2674,-104.6579,,"https://www.google.com/maps/@38.2674399996288,-104.657888000243,20z"
359,1400517,78956,2,10,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.2668979998595,-104.622675000471,20z",38.2669,-104.6227,,"https://www.google.com/maps/@38.2668979998595,-104.622675000471,20z"
361,1700540,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.2450419997524,-104.312269999436,20z",38.245,-104.3123,,"https://www.google.com/maps/@38.2450419997524,-104.312269999436,20z"
362,1700542,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.2270009998462,-104.240050999561,20z",38.227,-104.2401,,"https://www.google.com/maps/@38.2270009998462,-104.240050999561,20z"
363,1700557,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1414609996291,-104.045053000058,20z",38.1415,-104.0451,,"https://www.google.com/maps/@38.1414609996291,-104.045053000058,20z"
364,1700552,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1261680003495,-103.944169000473,20z",38.1262,-103.9442,,"https://www.google.com/maps/@38.1261680003495,-103.944169000473,20z"
365,1700554,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1227850000541,-103.845949000279,20z",38.1228,-103.8459,,"https://www.google.com/maps/@38.1227850000541,-103.845949000279,20z"
367,1700648,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1174199999588,-103.808819000292,20z",38.1174,-103.8088,,"https://www.google.com/maps/@38.1174199999588,-103.808819000292,20z"
368,,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.0129759998732,-103.599018999666,20z",38.013,-103.599,,"https://www.google.com/maps/@38.0129759998732,-103.599018999666,20z"
369,1700553,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.0109489999718,-103.589084999857,20z",38.0109,-103.5891,,"https://www.google.com/maps/@38.0109489999718,-103.589084999857,20z"
370,1700556,78956,2,17,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.0569499998623,-103.355689999866,20z",38.0569,-103.3557,,"https://www.google.com/maps/@38.0569499998623,-103.355689999866,20z"
372,6700610,78956,2,67,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.0775059999332,-102.862717000303,20z",38.0775,-102.8627,,"https://www.google.com/maps/@38.0775059999332,-102.862717000303,20z"
373,6700607,78956,2,67,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.091884999882,-102.759667999955,20z",38.0919,-102.7597,,"https://www.google.com/maps/@38.091884999882,-102.759667999955,20z"
374,,78956,2,67,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1019230001095,-102.723437000413,20z",38.1019,-102.7234,,"https://www.google.com/maps/@38.1019230001095,-102.723437000413,20z"
375,6700614,78956,2,67,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1056700000181,-102.644129000038,20z",38.1057,-102.6441,,"https://www.google.com/maps/@38.1056700000181,-102.644129000038,20z"
376,6700617,78956,2,67,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1007859999146,-102.426187000182,20z",38.1008,-102.4262,,"https://www.google.com/maps/@38.1007859999146,-102.426187000182,20z"
377,6700608,78956,2,67,Arkansas River,Diversion Dam,"https://www.google.com/maps/@38.1006569998411,-102.329494999867,20z",38.1007,-102.3295,,"https://www.google.com/maps/@38.1006569998411,-102.329494999867,20z"
378,1000577,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.6478430000916,-104.69150499954,20z",38.6478,-104.6915,,"https://www.google.com/maps/@38.6478430000916,-104.69150499954,20z"
381,1000593,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.7135140003429,-104.721013000416,20z",38.7135,-104.721,,"https://www.google.com/maps/@38.7135140003429,-104.721013000416,20z"
